,1,2
693,1.5503,1.4805
694,1.6078,1.5085
695,1.5621,1.4636
696,1.5939,1.4942
697,1.5917,1.486
698,1.5799,1.4995
699,1.6,1.5213
700,1.5937,1.4966
701,1.6144,1.5054
702,1.5674,1.4891
703,1.5895,1.5017
704,1.5949,1.5158
705,1.5911,1.5097
706,1.5999,1.5047
707,1.5896,1.4889
708,1.579,1.4884
709,1.5803,1.4879
710,1.6028,1.498
711,1.598,1.508
712,1.5946,1.5006
713,1.5606,1.4682
714,1.5781,1.4989
715,1.5685,1.4936
716,1.5714,1.5055
717,1.591,1.5013
718,1.5886,1.5034
719,1.5698,1.4998
720,1.5818,1.4827
721,1.5885,1.4895
722,1.5861,1.4948
723,1.5605,1.479
724,1.56,1.4911
725,1.5995,1.5063
726,1.5764,1.4974
727,1.5984,1.5058
728,1.5844,1.4813
729,1.6095,1.4849
730,1.5938,1.5007
731,1.6029,1.5084
732,1.5964,1.5099
733,1.6061,1.5256
734,1.5683,1.4783
735,1.5886,1.4865
736,1.5843,1.4998
737,1.5912,1.5069
738,1.5967,1.4918
739,1.6056,1.5086
740,1.5878,1.5044
741,1.6022,1.5083
742,1.6105,1.5112
743,1.6082,1.5085
744,1.5856,1.5097
745,1.5987,1.5039
746,1.5712,1.4911
747,1.6084,1.5197
748,1.6237,1.526
749,1.6076,1.5217
750,1.5785,1.4817
751,1.6049,1.5367
752,1.5686,1.4907
753,1.6068,1.4908
754,1.5956,1.4991
755,1.607,1.5087
756,1.6097,1.5194
757,1.6304,1.4913
758,1.5695,1.4837
759,1.5947,1.5165
760,1.605,1.4953
761,1.5876,1.4966
762,1.6087,1.4902
763,1.5776,1.4852
764,1.6111,1.4955
765,1.602,1.5127
766,1.5901,1.5056
767,1.5949,1.5067
768,1.5726,1.494
769,1.6335,1.5223
770,1.5747,1.4879
771,1.5975,1.4955
772,1.6011,1.5184
773,1.6235,1.5109
774,1.563,1.4644
775,1.5835,1.5064
776,1.6066,1.498
777,1.6051,1.5099
778,1.5798,1.521
779,1.5778,1.4922
780,1.5907,1.5009
781,1.5958,1.4994
782,1.6109,1.5022
783,1.597,1.5158
784,1.5529,1.4839
785,1.5913,1.5091
786,1.616,1.5262
787,1.5983,1.5042
788,1.5961,1.4959
789,1.5739,1.5065
790,1.5882,1.4887
791,1.5914,1.4982
792,1.5948,1.4969
793,1.595,1.493
794,1.5931,1.5056
795,1.5913,1.5016
796,1.5773,1.4705
797,1.5741,1.4869
798,1.572,1.5331
799,1.6107,1.5221
800,1.5864,1.4899
801,1.6025,1.5091
802,1.5917,1.4866
803,1.6037,1.4926
804,1.584,1.52
805,1.5793,1.4992
806,1.5966,1.4981
807,1.5931,1.4969
808,1.5815,1.4991
809,1.5958,1.5197
810,1.5875,1.5059
811,1.5854,1.5103
812,1.5982,1.5135
813,1.6068,1.4974
814,1.601,1.5217
815,1.6087,1.501
816,1.5823,1.5082
817,1.5658,1.4912
818,1.5817,1.4962
819,1.5922,1.5123
820,1.573,1.4768
821,1.5817,1.5016
822,1.5916,1.5233
823,1.5952,1.533
824,1.5973,1.5141
825,1.5775,1.493
826,1.6133,1.5156
827,1.6016,1.5109
828,1.6012,1.5138
829,1.5871,1.5119
830,1.5894,1.4877
831,1.58,1.4945
832,1.612,1.5209
833,1.5775,1.4858
834,1.5923,1.5124
835,1.5874,1.481
836,1.6059,1.51
837,1.6125,1.504
838,1.6011,1.4957
839,1.5978,1.51
840,1.6022,1.5013
841,1.5996,1.4931
842,1.5786,1.5027
843,1.6063,1.5212
844,1.5791,1.4635
845,1.5973,1.4904
846,1.6033,1.5002
847,1.5863,1.5153
848,1.5624,1.4727
849,1.5939,1.5016
850,1.6001,1.5124
851,1.5833,1.5004
852,1.5825,1.5055
853,1.5933,1.5051
854,1.5594,1.4853
855,1.5687,1.4604
856,1.5737,1.4876
857,1.5941,1.5161
858,1.6201,1.5089
859,1.563,1.494
860,1.5941,1.4944
861,1.6054,1.4726
862,1.5773,1.4742
863,1.5597,1.5094
864,1.5902,1.4872
865,1.6183,1.5055
866,1.5909,1.5161
867,1.5793,1.5026
868,1.5759,1.4899
869,1.6175,1.5118
870,1.6101,1.4869
871,1.582,1.487
872,1.5708,1.4864
873,1.5827,1.4704
874,1.6019,1.5344
875,1.578,1.4859
876,1.5641,1.4755
877,1.6049,1.5088
878,1.5824,1.5013
879,1.5859,1.4968
880,1.6127,1.4958
881,1.6,1.4982
882,1.598,1.4909
883,1.602,1.4926
884,1.6234,1.5139
885,1.5775,1.4772
886,1.5756,1.4847
887,1.5854,1.5064
888,1.5783,1.502
889,1.6103,1.4992
890,1.5894,1.5003
891,1.6239,1.5071
892,1.5836,1.5123
893,1.5861,1.5196
894,1.5986,1.4992
895,1.5858,1.4887
896,1.5856,1.5089
897,1.5623,1.4788
898,1.5983,1.4914
899,1.5689,1.4872
900,1.5739,1.4851
901,1.581,1.4857
902,1.5897,1.4894
903,1.5783,1.4903
904,1.5922,1.5145
905,1.5829,1.4971
906,1.6074,1.519
907,1.6001,1.4884
908,1.5943,1.5244
909,1.5874,1.4898
910,1.5984,1.5164
911,1.6058,1.5048
912,1.5918,1.4899
913,1.5716,1.4781
914,1.6265,1.5271
915,1.5661,1.504
916,1.6025,1.4913
917,1.601,1.5016
918,1.598,1.5202
919,1.5821,1.4901
920,1.5801,1.4999
921,1.5964,1.5159
922,1.6195,1.4965
923,1.585,1.4952
924,1.5987,1.489
925,1.6009,1.5001
926,1.5733,1.5062
927,1.6072,1.5264
928,1.571,1.4629
929,1.5878,1.5018
930,1.5951,1.5005
931,1.5844,1.5217
932,1.5841,1.483
933,1.5922,1.5037
934,1.5801,1.486
935,1.6009,1.4928
936,1.5792,1.4751
937,1.6023,1.5041
938,1.5893,1.4801
939,1.6327,1.5372
940,1.5881,1.4869
941,1.5851,1.4941
942,1.6144,1.5199
943,1.5707,1.4861
944,1.5777,1.4778
945,1.5923,1.5069
946,1.5664,1.4977
947,1.6243,1.4997
948,1.5827,1.4795
949,1.5974,1.5076
950,1.587,1.4726
951,1.6105,1.4898
952,1.5664,1.4767
953,1.6099,1.5186
954,1.5941,1.492
955,1.5921,1.4644
956,1.575,1.4932
957,1.5999,1.5038
958,1.5867,1.4975
959,1.5996,1.5149
960,1.5825,1.5094
961,1.598,1.5011
962,1.572,1.4914
963,1.5919,1.4951
964,1.5983,1.5179
965,1.603,1.4994
966,1.5762,1.4998
967,1.5869,1.4881
968,1.5462,1.4958
969,1.6028,1.5127
970,1.5964,1.5014
971,1.6041,1.5304
972,1.6385,1.5331
973,1.5986,1.4967
974,1.5929,1.4967
975,1.5833,1.4932
976,1.6072,1.5236
977,1.6048,1.5239
978,1.5892,1.5108
979,1.5994,1.4988
980,1.5683,1.4818
981,1.6035,1.5045
982,1.58,1.4904
983,1.5758,1.471
984,1.5743,1.4827
985,1.6089,1.5104
986,1.5972,1.4915
987,1.5815,1.4913
988,1.5964,1.4945
989,1.5746,1.4717
990,1.6015,1.512
991,1.5664,1.4919
992,1.5825,1.5149
993,1.5996,1.4849
994,1.591,1.5131
995,1.5841,1.4794
996,1.5942,1.5099
997,1.5669,1.4989
998,1.567,1.4819
999,1.5907,1.5092
